path_id,system_id,start_site_id,end_site_id,start_geometry,end_geometry,delta_z_A,abs_delta_z_A,screening_energy_delta_eV,geometry_complexity_delta,transition_class,penetration_index,gap_index,priority_score
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_055,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_055,octahedral,cn8_te4,3.0008,3.0008,1.686035,0.47,mixed_transition_candidate,0.33917,0.461401,0.443832
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_056,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_056,octahedral,cn8_te4,3.2387,3.2387,0.086792,0.47,mixed_transition_candidate,0.29354,0.489685,0.522826
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_057,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_057,octahedral,cn8_te4,2.8628,2.8628,-1.601319,0.47,mixed_transition_candidate,0.334156,0.460735,0.444446
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_058,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_058,octahedral,cn8_te4,2.4305,2.4305,1.183777,0.47,mixed_transition_candidate,0.313718,0.461016,0.453349
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_059,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_059,octahedral,cn8_te4,2.3711,2.3711,2.872284,0.47,mixed_transition_candidate,0.365202,0.433909,0.374492
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_060,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_060,octahedral,cn8_te4,2.149,2.149,3.255432,0.47,mixed_transition_candidate,0.373287,0.42476,0.351652
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_062,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_062,octahedral,cn8_te4,0.6978,0.6978,2.330292,0.47,mixed_transition_candidate,0.319496,0.418294,0.359682
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_063,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_063,octahedral,cn8_te4,1.0924,1.0924,4.101715,0.47,mixed_transition_candidate,0.381386,0.39642,0.287785
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_064,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_064,octahedral,cn8_te4,2.8156,2.8156,-1.602417,0.47,mixed_transition_candidate,0.333377,0.46004,0.443276
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_065,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_065,octahedral,cn8_te4,3.246,3.246,0.595581,0.47,mixed_transition_candidate,0.309488,0.481879,0.499662
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_079,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_079,octahedral,octahedral,6.7265,6.7265,-1.92923,0.0,in_gap_or_open_channel_candidate,0.175971,0.816651,0.658479
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_101,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_101,octahedral,octahedral,6.5193,6.5193,1.707336,0.0,in_gap_or_open_channel_candidate,0.165498,0.817124,0.663745
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_102,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_102,octahedral,octahedral,6.7556,6.7556,-1.932526,0.0,in_gap_or_open_channel_candidate,0.176575,0.817018,0.659018
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_104,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_104,octahedral,octahedral,6.7514,6.7514,-1.933258,0.0,in_gap_or_open_channel_candidate,0.176525,0.816946,0.658885
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_105,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_105,octahedral,octahedral,7.4138,7.4138,-0.005188,0.0,in_gap_or_open_channel_candidate,0.127989,0.856443,0.763025
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_106,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_106,octahedral,octahedral,7.6411,7.6411,0.805633,0.0,in_gap_or_open_channel_candidate,0.1568,0.847263,0.731699
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_107,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_107,octahedral,octahedral,7.9947,7.9947,-0.740967,0.0,in_gap_or_open_channel_candidate,0.160885,0.853349,0.743048
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_108,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_108,octahedral,octahedral,5.0614,5.0614,3.715454,0.0,in_gap_or_open_channel_candidate,0.202808,0.764954,0.537073
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_109,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_109,octahedral,octahedral,7.1044,7.1044,0.462677,0.0,in_gap_or_open_channel_candidate,0.136881,0.844884,0.734706
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_110,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_110,octahedral,octahedral,6.6294,6.6294,-1.247742,0.0,in_gap_or_open_channel_candidate,0.153104,0.825852,0.687435
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_111,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_111,octahedral,octahedral,7.4763,7.4763,2.569153,0.0,in_gap_or_open_channel_candidate,0.208798,0.817475,0.646903
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_113,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_113,octahedral,octahedral,5.9035,5.9035,1.128662,0.0,in_gap_or_open_channel_candidate,0.136885,0.817274,0.675688
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_114,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_114,octahedral,octahedral,6.0831,6.0831,-0.007569,0.0,in_gap_or_open_channel_candidate,0.105119,0.837286,0.731368
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_115,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_115,octahedral,octahedral,6.7584,6.7584,-1.931976,0.0,in_gap_or_open_channel_candidate,0.176606,0.817067,0.659109
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_116,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_116,octahedral,octahedral,6.0197,6.0197,0.648498,0.0,in_gap_or_open_channel_candidate,0.123957,0.826409,0.700467
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_117,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_117,octahedral,octahedral,5.7503,5.7503,2.54892,0.0,in_gap_or_open_channel_candidate,0.17841,0.79299,0.606912
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_119,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_119,octahedral,octahedral,6.7696,6.7696,-1.932465,0.0,in_gap_or_open_channel_candidate,0.176814,0.81722,0.659352
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_121,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_121,octahedral,octahedral,6.7464,6.7464,-1.924317,0.0,in_gap_or_open_channel_candidate,0.176161,0.817014,0.659176
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_124,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_124,octahedral,octahedral,6.7616,6.7616,-1.930542,0.0,in_gap_or_open_channel_candidate,0.176617,0.817135,0.659251
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::victor::unique_125,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::victor::unique_125,octahedral,octahedral,6.052,6.052,0.567718,0.0,in_gap_or_open_channel_candidate,0.122002,0.828129,0.704938
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_001,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_001,octahedral,cn7_te4,-1.104,1.104,-1.432465,0.35,mixed_transition_candidate,0.23858,0.51609,0.445594
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_002,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_002,octahedral,cn7_te4,-1.0771,1.0771,0.35791,0.35,mixed_transition_candidate,0.204701,0.532411,0.494244
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_007,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_007,octahedral,cn7_te4,-1.2936,1.2936,-0.489258,0.35,mixed_transition_candidate,0.212519,0.53348,0.493352
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_009,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_009,octahedral,cn7_te4,-0.8946,0.8946,0.231964,0.35,mixed_transition_candidate,0.197638,0.531747,0.495694
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_010,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_010,octahedral,cn7_te4,-1.4038,1.4038,0.228119,0.35,mixed_transition_candidate,0.206298,0.539123,0.507942
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_012,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_012,octahedral,cn7_te4,-1.0973,1.0973,0.8302,0.35,mixed_transition_candidate,0.219736,0.525358,0.47306
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_014,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_014,octahedral,cn7_te4,-1.009,1.009,-1.438446,0.35,mixed_transition_candidate,0.237128,0.514632,0.443067
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_015,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_015,octahedral,cn7_te4,-0.7358,0.7358,1.951813,0.35,mixed_transition_candidate,0.248382,0.502724,0.413043
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_016,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_016,octahedral,cn7_te4,-1.3701,1.3701,1.819427,0.35,mixed_transition_candidate,0.255202,0.513897,0.434153
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_017,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_017,octahedral,cn7_te4,-0.8634,0.8634,0.563934,0.35,mixed_transition_candidate,0.207423,0.526137,0.479728
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_040,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_040,octahedral,cn7_te3,2.6016,2.6016,2.803802,0.35,mixed_transition_candidate,0.307046,0.516285,0.418198
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_041,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_041,octahedral,cn7_te3,2.4417,2.4417,0.950531,0.35,mixed_transition_candidate,0.246658,0.542804,0.499413
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_042,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_042,octahedral,cn7_te3,2.8413,2.8413,-1.597382,0.35,mixed_transition_candidate,0.273663,0.538488,0.479216
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_043,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_043,octahedral,cn7_te3,2.1675,2.1675,-0.847778,0.35,mixed_transition_candidate,0.238735,0.540461,0.497625
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_044,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_044,octahedral,cn7_te3,1.107,1.107,0.270325,0.35,mixed_transition_candidate,0.202493,0.534202,0.49897
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_046,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_046,octahedral,cn7_te3,3.1113,3.1113,1.380188,0.35,mixed_transition_candidate,0.271564,0.545744,0.49558
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_047,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_047,octahedral,cn7_te3,2.2867,2.2867,3.275909,0.35,mixed_transition_candidate,0.316298,0.50442,0.389077
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_048,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_048,octahedral,cn7_te3,3.3855,3.3855,2.66449,0.35,mixed_transition_candidate,0.31623,0.529715,0.443172
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_066,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_066,octahedral,cn10_te4,3.0635,3.0635,-0.874939,0.65,mixed_transition_candidate,0.405028,0.357913,0.451073
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_067,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_067,octahedral,cn10_te4,4.0725,4.0725,0.308777,0.65,mixed_transition_candidate,0.40482,0.381214,0.490384
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_068,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_068,octahedral,cn10_te4,2.8618,2.8618,-1.598541,0.65,mixed_transition_candidate,0.424053,0.343764,0.428029
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_069,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_069,octahedral,cn10_te4,3.0207,3.0207,0.027191,0.65,mixed_transition_candidate,0.377928,0.370479,0.471093
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_070,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_070,octahedral,cn6_te3,3.0336,3.0336,-0.050995,0.2,in_gap_or_open_channel_candidate,0.153891,0.662795,0.59858
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_071,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_071,octahedral,cn7_te4,3.1806,3.1806,-0.73111,0.35,mixed_transition_candidate,0.252575,0.556832,0.526995
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_072,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_072,octahedral,cn7_te4,4.0699,4.0699,-1.454437,0.35,mixed_transition_candidate,0.290401,0.558363,0.5149
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_073,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_073,octahedral,cn7_te4,3.4356,3.4356,-0.575012,0.35,mixed_transition_candidate,0.252117,0.562923,0.5402
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_074,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_074,octahedral,cn7_te4,2.8005,2.8005,-1.595947,0.35,mixed_transition_candidate,0.272915,0.537924,0.478315
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_077,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_077,octahedral,cn7_te4,4.0929,4.0929,-1.472016,0.35,mixed_transition_candidate,0.291345,0.55842,0.514639
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_078,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_078,octahedral,cn7_te4,5.6691,5.6691,-1.428711,0.35,mixed_transition_candidate,0.317175,0.581741,0.553993
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_080,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_080,octahedral,cn7_te4,4.1231,4.1231,0.302002,0.35,mixed_transition_candidate,0.255481,0.577046,0.569021
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_082,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_082,octahedral,cn7_te4,3.6644,3.6644,0.722137,0.35,mixed_transition_candidate,0.260637,0.563923,0.538876
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_083,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_083,octahedral,cn7_te4,4.1645,4.1645,0.705475,0.35,mixed_transition_candidate,0.268742,0.571367,0.551496
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_084,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_084,octahedral,cn7_te4,3.9518,3.9518,0.180389,0.35,mixed_transition_candidate,0.248746,0.576476,0.570539
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_085,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_085,octahedral,cn7_te4,5.6444,5.6444,-1.441345,0.35,mixed_transition_candidate,0.317142,0.581189,0.552828
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_087,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_087,octahedral,cn7_te4,4.1464,4.1464,0.35379,0.35,mixed_transition_candidate,0.257494,0.576576,0.567198
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_088,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_088,octahedral,cn7_te4,5.6645,5.6645,-1.444916,0.35,mixed_transition_candidate,0.317599,0.581423,0.553141
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_090,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_090,octahedral,cn7_te4,5.6317,5.6317,-1.437714,0.35,mixed_transition_candidate,0.31681,0.581063,0.552694
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_092,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_092,octahedral,cn7_te4,3.8296,3.8296,0.714203,0.35,mixed_transition_candidate,0.263239,0.56642,0.543156
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_093,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_093,octahedral,cn7_te4,4.1052,4.1052,-1.472077,0.35,mixed_transition_candidate,0.291559,0.558596,0.514928
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_094,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_094,octahedral,cn7_te4,3.7298,3.7298,1.378753,0.35,mixed_transition_candidate,0.282184,0.554653,0.510309
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_095,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_095,octahedral,cn7_te4,5.5548,5.5548,-1.413361,0.35,mixed_transition_candidate,0.314726,0.580337,0.551988
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_096,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_096,octahedral,cn6_te3,6.417,6.417,0.982788,0.2,in_gap_or_open_channel_candidate,0.241203,0.69692,0.636053
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_097,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_097,octahedral,cn6_te3,3.0804,3.0804,0.023498,0.2,in_gap_or_open_channel_candidate,0.153843,0.663895,0.600951
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_098,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_098,octahedral,cn6_te3,5.6141,5.6141,-1.44046,0.2,in_gap_or_open_channel_candidate,0.241592,0.678268,0.596026
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_099,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_099,octahedral,cn6_te3,7.0636,7.0636,1.569885,0.2,in_gap_or_open_channel_candidate,0.270608,0.697082,0.624453
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_100,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_100,octahedral,cn6_te3,3.848,3.848,2.710266,0.2,in_gap_or_open_channel_candidate,0.250628,0.633148,0.495912
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_126,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_126,octahedral,cn6_te3,6.5946,6.5946,-0.174805,0.2,in_gap_or_open_channel_candidate,0.219139,0.712035,0.677324
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_127,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_127,octahedral,cn6_te3,7.7581,7.7581,-1.358063,0.2,in_gap_or_open_channel_candidate,0.275996,0.710354,0.650634
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_129,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_129,octahedral,cn6_te3,7.8643,7.8643,-1.442017,0.2,in_gap_or_open_channel_candidate,0.280438,0.710575,0.649301
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_133,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_133,octahedral,cn7_te4,7.9101,7.9101,-0.738068,0.35,in_gap_or_open_channel_candidate,0.334337,0.624678,0.638801
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_134,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_134,octahedral,cn7_te4,7.8345,7.8345,0.421142,0.35,in_gap_or_open_channel_candidate,0.323178,0.62852,0.651545
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_146,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_146,octahedral,cn7_te4,7.8258,7.8258,-1.441956,0.35,mixed_transition_candidate,0.354772,0.612523,0.604516
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_150,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_150,octahedral,cn7_te4,7.8607,7.8607,0.428833,0.35,in_gap_or_open_channel_candidate,0.323869,0.628777,0.651813
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_151,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_151,octahedral,cn7_te4,7.8135,7.8135,2.375152,0.35,mixed_transition_candidate,0.383579,0.597836,0.56142
sb2te3_4x2x1::victor::unique_005__to__sb2te3_4x2x1::joshitha::unique_152,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_005,sb2te3_4x2x1::joshitha::unique_152,octahedral,cn7_te4,7.8427,7.8427,1.772919,0.35,mixed_transition_candidate,0.365355,0.607619,0.589736
sb2te3_4x2x1::victor::unique_019__to__sb2te3_4x2x1::victor::unique_020,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_019,sb2te3_4x2x1::victor::unique_020,cn8_te4,cn8_te4,0.7186,0.7186,2.164307,0.0,in_gap_or_open_channel_candidate,0.079693,0.726673,0.505264
sb2te3_4x2x1::victor::unique_019__to__sb2te3_4x2x1::victor::unique_021,sb2te3_4x2x1,sb2te3_4x2x1::victor::unique_019,sb2te3_4x2x1::victor::unique_021,cn8_te4,cn8_te4,0.5861,0.5861,3.096314,0.0,in_gap_or_open_channel_candidate,0.106392,0.710278,0.459373
