step,image,energy_eV,rel_to_image0_eV
110,5,-179321.1839186308,344.0774801898515
111,0,-179665.26139882064,0.0
111,1,-179674.14198194462,-8.880583123973338
111,2,-179663.77716073114,1.484238089498831
111,3,-179648.97120593404,16.290192886604927
111,4,-179568.4914937381,96.7699050825322
111,5,-179318.93294187868,346.32845694196294
112,0,-179665.26139882064,0.0
112,1,-179674.22543826466,-8.964039444021182
112,2,-179664.1455586172,1.1158402034488972
112,3,-179649.37953389113,15.88186492951354
112,4,-179548.8080536316,116.45334518904565
112,5,-179259.11596254024,406.145436280407
113,0,-179665.26139882064,0.0
113,1,-179674.2836478086,-9.02224898795248
113,2,-179664.65259612357,0.6088026970683131
113,3,-179649.88500667413,15.376392146514263
113,4,-179547.04994062067,118.21145819997764
113,5,-179232.96691197375,432.29448684689123
114,0,-179665.26139882064,0.0
114,1,-179674.41278792504,-9.15138910440146
114,2,-179665.2661547291,-0.004755908448714763
114,3,-179648.7956005674,16.465798253251705
114,4,-179569.36058189662,95.900816924026
114,5,-179491.45645710008,173.80494172056206
115,0,-179665.26139882064,0.0
115,1,-179674.42872617475,-9.167327354109148
115,2,-179665.59760814966,-0.3362093290197663
115,3,-179651.26816635244,13.993232468201313
115,4,-179568.76967185948,96.49172696116148
115,5,-179409.4382685103,255.82313031033846
116,0,-179665.26139882064,0.0
116,1,-179673.98128137965,-8.719882559002144
116,2,-179664.39261789178,0.8687809288676362
116,3,-179651.94646951742,13.314929303218378
116,4,-179564.87536571512,100.38603310551844
116,5,-179339.27909284155,325.98230597909424
117,0,-179665.26139882064,0.0
117,1,-179673.63130198515,-8.369903164508287
117,2,-179663.67361451694,1.5877843037014827
117,3,-179653.66285266323,11.598546157416422
117,4,-179564.93077163832,100.33062718232395
117,5,-179328.6042106645,336.657188156154
118,0,-179665.26139882064,0.0
118,1,-179673.21835032603,-7.956951505388133
118,2,-179662.8086685663,2.452730254357448
118,3,-179652.6983641217,12.563034698949195
118,4,-179573.03539243975,92.22600638089352
118,5,-179503.1463587594,162.1150400612387
119,0,-179665.26139882064,0.0
119,1,-179673.29058038152,-8.029181560879806
119,2,-179663.43041721496,1.8309816056862473
119,3,-179650.77432580027,14.48707302036928
119,4,-179577.2009738984,88.06042492223787
119,5,-179498.46010194553,166.80129687511362
120,0,-179665.26139882064,0.0
120,1,-179673.48019720532,-8.218798384681577
120,2,-179663.95578520081,1.3056136198283639
120,3,-179649.53298219707,15.728416623576777
120,4,-179571.39156350755,93.86983531308942
120,5,-179473.2008101894,192.0605886312551
121,0,-179665.26139882064,0.0
121,1,-179673.661389931,-8.399991110345582
121,2,-179664.36948697834,0.8919118423073087
121,3,-179650.35709666202,14.904302158625796
121,4,-179585.1124961134,80.14890270723845
121,5,-179451.2043149979,214.0570838227286
122,0,-179665.26139882064,0.0
122,1,-179673.96268363038,-8.701284809736535
122,2,-179664.99403057483,0.2673682458116673
122,3,-179651.9620581912,13.2993406294554
122,4,-179574.28571623977,90.97568258087267
122,5,-179434.26894297902,230.99245584162418
123,0,-179665.26139882064,0.0
123,1,-179674.1540701107,-8.892671290057478
123,2,-179665.51647762515,-0.25507880450459197
123,3,-179653.60052305926,11.660875761386706
123,4,-179553.35147929125,111.90991952939657
123,5,-179466.61846721964,198.6429316010035
124,0,-179665.26139882064,0.0
124,1,-179674.265871826,-9.004473005363252
124,2,-179665.79983158936,-0.5384327687206678
124,3,-179655.62945445857,9.631944362074137
124,4,-179547.19240455396,118.06899426667951
124,5,-179360.7017398306,304.55965899003786
125,0,-179665.26139882064,0.0
125,1,-179674.35993897475,-9.098540154111106
125,2,-179666.23987061757,-0.9784717969305348
125,3,-179657.51076230942,7.750636511220364
125,4,-179530.73926089602,134.52213792462135
125,5,-179301.9850802138,363.27631860683323
126,0,-179665.26139882064,0.0
126,1,-179674.375807952,-9.114409131347202
126,2,-179666.00156230532,-0.7401634846755769
126,3,-179657.22843834697,8.032960473676212
126,4,-179524.57209749645,140.68930132419337
126,5,-179357.36883306305,307.8925657575892
127,0,-179665.26139882064,0.0
127,1,-179674.23352831355,-8.97212949290406
127,2,-179664.68839381076,0.5730050098791253
127,3,-179653.99497720858,11.266421612061094
127,4,-179025.65924110502,639.6021577156207
127,5,-179377.38887633727,287.8725224833761
128,0,-179665.26139882064,0.0
128,1,-179673.9596721212,-8.698273300542496
128,2,-179663.01503495924,2.2463638613990042
128,3,-179604.50214750832,60.75925131232361
128,4,-179492.03177566585,173.22962315479526
128,5,-179318.63301431827,346.6283845023718
129,0,-179665.26139882064,0.0
129,1,-179673.68070011085,-8.41930129021057
129,2,-179661.93294897804,3.3284498426073696
129,3,-179657.6254809017,7.635917918931227
129,4,-179428.32119681383,236.94020200680825
129,5,-179358.86660145735,306.3947973632894
130,0,-179665.26139882064,0.0
130,1,-179673.3200763951,-8.058677574445028
130,2,-179660.65051358513,4.610885235510068
130,3,-179646.23549843824,19.02590038240305
130,4,-179364.904456318,300.35694250263623
130,5,-179387.50475266346,277.75664615718415
131,0,-179665.26139882064,0.0
131,1,-179673.02175525168,-7.760356431041146
131,2,-179658.91523964514,6.346159175503999
131,3,-179649.61595648917,15.645442331471713
131,4,-179450.26662203541,214.99477678522817
131,5,-179334.21875734162,331.0426414790272
132,0,-179665.26139882064,0.0
132,1,-179672.80487514645,-7.543476325809024
132,2,-179657.64429074564,7.617108075006399
132,3,-179641.52769084874,23.733707971900003
132,4,-179496.97511806362,168.28628075702
132,5,-179398.82143592514,266.4399628954998
133,0,-179665.26139882064,0.0
133,1,-179672.7307873098,-7.469388489145786
133,2,-179657.77925664067,7.482142179971561
133,3,-179640.12722310663,25.134175714018056
133,4,-179498.4062590729,166.85513974775677
133,5,-179410.7704761539,254.49092266673688
134,0,-179665.26139882064,0.0
134,1,-179672.9706853008,-7.709286480152514
134,2,-179658.73306651588,6.5283323047624435
134,3,-179641.84507179775,23.416327022889163
134,4,-179472.6465462947,192.6148525259341
134,5,-179445.68825524132,219.57314357932773
135,0,-179665.26139882064,0.0
135,1,-179673.3120337313,-8.050634910643566
135,2,-179659.98365489166,5.2777439289784525
135,3,-179648.62540591523,16.63599290541606
135,4,-179453.8573543409,211.40404447974288
135,5,-179473.40832613516,191.85307268548058
136,0,-179665.26139882064,0.0
136,1,-179673.67585150563,-8.414452684985008
136,2,-179661.2144399702,4.0469588504347485
136,3,-179652.50975781988,12.75164100076654
136,4,-179515.70288279862,149.55851602202165
136,5,-179448.18643404002,217.0749647806224
137,0,-179665.26139882064,0.0
137,1,-179673.4711872058,-8.209788385167485
137,2,-179660.58116610465,4.680232715996681
137,3,-179652.17827784788,13.083120972762117
137,4,-179508.20539206715,157.05600675349706
137,5,-179469.60716409923,195.65423472141265
138,0,-179665.26139882064,0.0
138,1,-179673.3256888087,-8.064289988047676
138,2,-179659.76155359717,5.499845223472221
138,3,-179646.56045409795,18.70094472268829
138,4,-179495.7145947324,169.54680408825516
138,5,-179400.88825191674,264.37314690390485
139,0,-179665.26139882064,0.0
139,1,-179673.08469366885,-7.823294848203659
139,2,-179658.43204745481,6.829351365828188
139,3,-179639.18956166322,26.071837157418486
139,4,-179457.5789371657,207.68246165494202
139,5,-179155.38426515294,509.87713366770186
140,0,-179665.26139882064,0.0
140,1,-179672.8198188406,-7.558420019951882
140,2,-179657.91483381792,7.346565002721036
140,3,-179637.56406926375,27.6973295568896
140,4,-179407.29615477406,257.96524404658703
140,5,-179266.97587721306,398.2855216075841
141,0,-179665.26139882064,0.0
141,1,-179672.6993611052,-7.437962284544483
141,2,-179657.47197698732,7.789421833324013
141,3,-179638.48948401184,26.771914808807196
141,4,-179444.07926530874,221.18213351190207
141,5,-179322.62675730966,342.6346415109874
142,0,-179665.26139882064,0.0
142,1,-179672.7384483689,-7.477049548266223
142,2,-179656.97898442592,8.282414394721854
142,3,-179629.0102142474,36.25118457325152
142,4,-179455.53408940617,209.72730941447662
142,5,-179173.96352002313,491.2978787975153
143,0,-179665.26139882064,0.0
143,1,-179672.77519014323,-7.513791322591715
143,2,-179656.7428287756,8.51857004503836
143,3,-179634.51832975433,30.74306906631682
143,4,-179498.3335815696,166.9278172510385
143,5,-178710.7599912752,954.5014075454383
144,0,-179665.26139882064,0.0
144,1,-179672.75584418993,-7.49444536928786
144,2,-179656.43957371317,8.82182510747225
144,3,-179631.79170013347,33.46969868717133
144,4,-179502.1460020056,163.115396815032
144,5,-178823.43371260713,841.8276862135099
145,0,-179665.26139882064,0.0
145,1,-179672.71936879764,-7.457969976996537
145,2,-179656.5537551017,8.707643718953477
145,3,-179627.7218091279,37.53958969275118
145,4,-179460.1298837425,205.13151507813018
145,5,-179047.58085307485,617.6805457457958
146,0,-179665.26139882064,0.0
146,1,-179672.66642442698,-7.405025606334675
146,2,-179656.4568790341,8.804519786528545
146,3,-179618.58336101094,46.6780378097028
146,4,-179422.28031634705,242.9810824735905
146,5,-179027.7094757562,637.5519230644568
147,0,-179665.26139882064,0.0
147,1,-179672.53922556888,-7.277826748235384
147,2,-179655.94349937976,9.317899440880865
147,3,-179613.47735091957,51.78404790107743
147,4,-179437.33296392875,227.92843489188817
147,5,-179120.02323697848,545.2381618421641
148,0,-179665.26139882064,0.0
148,1,-179672.401558143,-7.1401593223563395
148,2,-179656.16608341344,9.095315407204907
148,3,-179618.1955813872,47.0658174334385
148,4,-179432.77551163116,232.48588718948304
148,5,-178864.7762340515,800.4851647691394
149,0,-179665.26139882064,0.0
149,1,-179672.45755937172,-7.1961605510732625
149,2,-179657.1267821026,8.134616718045436
149,3,-179622.9674204964,42.29397832424729
149,4,-179468.78899114198,196.47240767866606
149,5,-178823.10458115317,842.1568176674773
150,0,-179665.26139882064,0.0
150,1,-179672.40556812004,-7.144169299397618
150,2,-179657.53954921383,7.7218496068089735
150,3,-179623.3627583708,41.89864044985734
150,4,-179483.83828369237,181.4231151282729
150,5,-179253.73828765866,411.5231111619796
151,0,-179665.26139882064,0.0
151,1,-179672.365931654,-7.104532833356643
151,2,-179657.81146453044,7.449934290198144
151,3,-179630.11896721748,35.14243160316255
151,4,-179495.97741780058,169.28398102006759
151,5,-179221.91321794494,443.348180875706
152,0,-179665.26139882064,0.0
152,1,-179672.31314334556,-7.051744524913374
152,2,-179658.11012592266,7.151272897986928
152,3,-179632.70807565819,32.55332316245767
152,4,-179404.8137999285,260.44759889214765
152,5,-179352.39092336962,312.8704754510254
153,0,-179665.26139882064,0.0
153,1,-179672.22336918022,-6.9619703595817555
153,2,-179658.25638036392,7.00501845672261
153,3,-179631.89907600114,33.36232281950652
153,4,-179469.32299373078,195.93840508986614
153,5,-179406.1436696751,259.11772914553876
154,0,-179665.26139882064,0.0
154,1,-179672.17269673612,-6.911297915474279
154,2,-179658.58765507193,6.673743748717243
154,3,-179631.55326289104,33.70813592959894
154,4,-179370.90137974624,294.3600190744037
154,5,-179314.14005043404,351.1213483866013
155,0,-179665.26139882064,0.0
155,1,-179672.20214515695,-6.940746336302254
155,2,-179659.8015867961,5.459812024550047
155,3,-179632.6863414571,32.575057363545056
155,4,-179366.38004817654,298.88135064410744
155,5,-179352.91092449566,312.3504743249796
156,0,-179665.26139882064,0.0
156,1,-179672.76200415107,-7.5006053304241505
156,2,-179661.93706595097,3.324332869669888
156,3,-179606.82669488122,58.434703939419705
156,4,-179313.34964550188,351.9117533187673
156,5,-179289.88008182298,375.3813169976638
157,0,-179665.26139882064,0.0
157,1,-179672.7209389207,-7.459540100069717
157,2,-179661.8233943543,3.4380044663557783
157,3,-179628.12563014703,37.13576867361553
157,4,-179409.55766099363,255.7037378270179
157,5,-179251.23495039935,414.02644842129666
158,0,-179665.26139882064,0.0
158,1,-179672.8117294172,-7.550330596568529
158,2,-179662.31743923953,2.943959581112722
158,3,-179634.8291086992,30.432290121447295
158,4,-179410.3316023365,254.92979648415348
158,5,-179093.5635557666,571.6978430540476
159,0,-179665.26139882064,0.0
159,1,-179672.64763680034,-7.386237979691941
159,2,-179661.90065840588,3.360740414762404
159,3,-179644.54633874778,20.715060072863707
159,4,-179441.85200049955,223.40939832109143
159,5,-179064.011722517,601.249676303647
160,0,-179665.26139882064,0.0
160,1,-179672.54092710686,-7.279528286220739
160,2,-179660.90831605918,4.353082761459518
160,3,-179646.37092722981,18.890471590828383
160,4,-179446.65374538448,218.60765343616367
160,5,-179092.08907695083,573.1723218698171
161,0,-179665.26139882064,0.0
161,1,-179672.73489504895,-7.473496228310978
161,2,-179660.3470326558,4.914366164855892
161,3,-179646.5207211312,18.74067768943496
161,4,-179468.13271232767,197.1286864929716
161,5,-179216.0643280427,449.1970707779401
162,0,-179665.26139882064,0.0
162,1,-179672.57371204888,-7.312313228234416
162,2,-179660.31481492193,4.946583898708923
162,3,-179647.6871876157,17.57421120494837
162,4,-179339.1929245595,326.06847426114837
162,5,-178911.24480603085,754.0165927897906
163,0,-179665.26139882064,0.0
163,1,-179672.70734329984,-7.445944479200989
163,2,-179659.98519709636,5.276201724278508
163,3,-179648.01155504206,17.249843778583454
163,4,-179331.4738291217,333.78756969893584
163,5,-179185.45335549404,479.80804332660045
164,0,-179665.26139882064,0.0
164,1,-179672.63225265744,-7.370853836793685
164,2,-179659.55439593238,5.707002888259012
164,3,-179643.022576652,22.23882216864149
164,4,-179212.99860564078,452.26279317986337
164,5,-179057.07123200432,608.1901668163191
165,0,-179665.26139882064,0.0
165,1,-179672.5762674215,-7.314868600864429
165,2,-179659.5589284771,5.702470343530877
165,3,-179616.79906590996,48.46233291068347
165,4,-179289.1771848456,376.08421397503116
165,5,-179291.93162963216,373.32976918848
166,0,-179665.26139882064,0.0
166,1,-179672.5575702344,-7.296171413763659
166,2,-179659.3057769434,5.955621877248632
166,3,-179623.35894144294,41.90245737769874
166,4,-179169.5888757571,495.6725230635493
166,5,-179327.02381379314,338.2375850274984
167,0,-179665.26139882064,0.0
167,1,-179672.58089039972,-7.319491579080932
167,2,-179660.40218812277,4.859210697875824
167,3,-179624.75302924216,40.508369578485144
167,4,-179401.2622213955,263.99917742513935
167,5,-179287.64287653862,377.6185222820204
168,0,-179665.26139882064,0.0
168,1,-179672.54745416692,-7.2860553462815005
168,2,-179660.46359712176,4.797801698878175
168,3,-179635.22003869026,30.041360130388057
168,4,-179278.5025652089,386.7588336117333
168,5,-179294.73553929772,370.5258595229243
169,0,-179665.26139882064,0.0
169,1,-179672.6235803256,-7.362181504955515
169,2,-179660.96208647176,4.299312348884996
169,3,-179637.60513025758,27.65626856306335
169,4,-179427.95235036506,237.3090484555869
169,5,-179261.04638992823,404.21500889240997
170,0,-179665.26139882064,0.0
170,1,-179672.78291033988,-7.521511519240448
170,2,-179661.43677649123,3.8246223294117954
170,3,-179642.010355328,23.25104349263711
170,4,-179272.32660896328,392.93478985736147
170,5,-179189.4331785762,475.82822024443885
171,0,-179665.26139882064,0.0
171,1,-179672.9231189237,-7.661720103060361
171,2,-179661.70401325033,3.557385570311453
171,3,-179642.57664431882,22.6847545018245
171,4,-179378.46157351328,286.79982530736015
171,5,-179378.13626994906,287.12512887158664
172,0,-179665.26139882064,0.0
172,1,-179673.163665501,-7.902266680350294
172,2,-179661.844204567,3.4171942536486313
172,3,-179639.9041059667,25.357292853936087
172,4,-179432.10826236542,233.1531364552211
172,5,-179414.00182493572,251.25957388491952
173,0,-179665.26139882064,0.0
173,1,-179673.22746873612,-7.966069915477419
173,2,-179661.7560863547,3.50531246594619
173,3,-179639.43649791877,25.82490090187639
173,4,-179415.76979297277,249.49160584787023
173,5,-179413.09994221575,252.16145660489565
174,0,-179665.26139882064,0.0
174,1,-179673.28198304892,-8.020584228273947
174,2,-179661.23510599535,4.02629282529233
174,3,-179637.7283447888,27.53305403183913
174,4,-179127.88451784366,537.3768809769826
174,5,-179396.39192194247,268.86947687817155
175,0,-179665.26139882064,0.0
175,1,-179673.2311038518,-7.969705031166086
175,2,-179661.03236965562,4.229029165027896
175,3,-179638.01992059435,27.24147822629311
175,4,-179270.43205889233,394.82933992831386
175,5,-179382.75983648162,282.5015623390209
176,0,-179665.26139882064,0.0
176,1,-179673.13386245776,-7.872463637118926
176,2,-179660.964893632,4.296505188656738
176,3,-179636.33837709646,28.923021724185674
176,4,-179345.7791488116,319.4822500090522
176,5,-179385.76244404,279.49895478063263
177,0,-179665.26139882064,0.0
177,1,-179673.08331276334,-7.821913942694664
177,2,-179661.16657722168,4.094821598962881
177,3,-179637.37102215373,27.890376666910015
177,4,-179142.62694009603,522.6344587246131
177,5,-179291.5180181696,373.7433806510526
178,0,-179665.26139882064,0.0
178,1,-179672.95631869533,-7.694919874687912
178,2,-179660.52942688455,4.73197193609667
178,3,-179635.0663409559,30.195057864737464
178,4,-179221.9574309841,443.3039678365458
178,5,-179168.47379435672,496.787604463927
179,0,-179665.26139882064,0.0
179,1,-179672.85588449816,-7.594485677516786
179,2,-179659.4157327512,5.84566606945009
179,3,-179640.27001145994,24.991387360700173
179,4,-179202.0823805403,463.17901828035247
179,5,-179203.0251996438,462.2361991768412
180,0,-179665.26139882064,0.0
180,1,-179672.6576005721,-7.396201751456829
